"","recordid","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3","X"
"2246",5994,392,14,0,27,2,15,19,15,15,7,3,399,0,0.5,1,29,2,25,10,20,20,10,15,0,5,4,NA,5,7,NA,4,10,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,5,3,5,1,10,1,2,3,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4994
"2247",5995,392,14,0,27,2,15,19,15,15,5,4,400,0,0.34,1,26,2,70,5,20,3,1,1,0,4,7,7,6,6,7,6,8,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,1,7,7,8,7,10,5,7,4,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4995
"2248",5996,392,14,0,27,2,15,19,15,15,2,5,401,0,0.54,1,31,2,35,0,25,20,0,20,0,3,7,5,7,5,NA,5,6,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,5,9,9,4,9,2,4,5,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4996
"2249",5997,392,14,0,27,2,15,19,15,15,8,6,402,0,0.12,0,29,4,25,20,15,25,10,5,0,6,8,6,5,6,5,5,5,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,2,8,9,4,10,3,4,2,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4997
"2250",5998,392,14,0,27,2,15,19,15,15,1,7,403,0,0.16,1,22,2,20,25,20,15,5,15,0,5,7,7,4,4,2,5,2,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,2,10,8,7,9,2,5,6,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4998
"2251",6000,392,14,0,27,2,15,19,15,15,10,9,405,0,0.45,0,30,1,30,25,20,15,5,5,1,7,10,10,10,10,10,8,5,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,5,10,10,7,10,5,6,2,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4999
"2252",6001,392,14,0,27,2,15,19,15,15,17,10,406,0,0.41,0,27,4,20,20,20,20,20,0,1,7,8,7,8,7,8,8,4,NA,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,3,2,10,10,10,3,5,1,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000
"2253",6002,392,14,0,27,2,15,19,15,15,11,11,407,0,0.75,1,24,2,30,15,15,15,15,10,1,7,6,7,6,8,9,7,7,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,5,8,7,6,6,5,6,3,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001
"2254",6003,392,14,0,27,2,15,19,15,15,9,12,408,0,0.29,0,24,3,20,10,20,20,10,20,0,4,6,6,8,7,7,7,9,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,3,3,4,4,8,2,3,1,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5002
"2255",6004,392,14,0,27,2,15,19,15,15,19,13,409,0,0.43,1,23,2,20,15,20,20,10,15,0,6,8,8,6,8,8,7,6,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,1,8,10,10,8,8,9,9,8,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5003
"2256",6005,392,14,0,27,2,15,19,15,15,6,14,410,0,-0.26,1,27,2,20,20,20,20,10,10,0,5,10,5,6,6,5,6,5,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,1,9,9,10,8,9,7,9,6,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5004
"2257",6006,392,14,0,27,2,15,19,15,15,15,15,411,0,0.46,1,34,2,35,15,15,25,10,0,0,5,10,8,10,7,5,5,8,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,6,8,9,8,8,6,6,3,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5005
"2258",6007,392,14,0,27,2,15,19,15,15,14,16,412,0,-0.27,1,27,2,75,5,5,5,5,5,1,8,8,8,8,8,8,8,8,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,1,3,3,1,8,1,1,1,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5006
"2259",6008,392,14,0,27,2,15,19,15,15,13,17,413,0,0.17,1,26,2,10,10,30,30,5,15,0,7,7,7,6,7,6,7,6,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,1,6,8,10,8,8,8,7,2,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5007
"2260",6009,392,14,0,27,2,15,19,15,15,4,18,414,0,-0.34,1,29,2,95,1,1,1,1,1,1,10,10,10,9,10,5,9,5,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,6,6,7,3,7,1,4,2,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5008
"2261",6010,392,14,0,27,2,15,19,15,15,16,19,415,0,0.62,1,31,2,10,20,40,10,10,10,1,5,5,5,5,5,5,5,5,2,26,"Creative Writing - Nonfiction",6,"Columbia","1,430.00","26,908.00",2,6,1,"New York, NY","10,128","49,409.00",5,4,3,"Writer/teacher",6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,NA,15,20,15,30,10,10,15,20,15,25,15,10,25,10,10,25,15,15,4,7,7,8,7,5,6,7,8,5,0,1,1,1,1,1,1,1,10,2,2,15,20,15,20,10,20,8,8,8,7,7,7,3,3,25,20,10,25,10,10,15,20,15,20,10,20,20,15,20,20,10,15,25,10,10,25,10,20,7,9,9,8,7,6,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5009
"2262",6013,393,15,0,29,2,15,19,3,3,14,3,399,0,0.43,1,29,2,25,10,20,20,10,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Writing: Literary Nonfiction",6,"Smith College","1,260.00","24,742.00",2,4,8,"Long Island","11,733","65,693.00",1,7,1,"Writing or Editorial",6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,NA,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,1,7,8,9,8,8,7,7,6,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5010
"2263",6014,393,15,0,29,2,15,19,3,3,12,4,400,0,0.25,1,26,2,70,5,20,3,1,1,0,3,8,8,6,6,NA,5,8,2,22,"Writing: Literary Nonfiction",6,"Smith College","1,260.00","24,742.00",2,4,8,"Long Island","11,733","65,693.00",1,7,1,"Writing or Editorial",6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,NA,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,0,6,6,8,6,9,6,5,5,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5011
"2264",6015,393,15,0,29,2,15,19,3,3,9,5,401,0,0.42,1,31,2,35,0,25,20,0,20,0,1,3,8,5,5,NA,3,7,2,22,"Writing: Literary Nonfiction",6,"Smith College","1,260.00","24,742.00",2,4,8,"Long Island","11,733","65,693.00",1,7,1,"Writing or Editorial",6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,NA,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,1,8,8,8,8,8,9,8,6,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5012
"2265",6016,393,15,0,29,2,15,19,3,3,15,6,402,0,-0.18,0,29,4,25,20,15,25,10,5,0,6,8,6,6,6,6,4,6,2,22,"Writing: Literary Nonfiction",6,"Smith College","1,260.00","24,742.00",2,4,8,"Long Island","11,733","65,693.00",1,7,1,"Writing or Editorial",6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,NA,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,0,6,8,7,6,7,6,6,5,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5013
"2266",6018,393,15,0,29,2,15,19,3,3,6,8,404,0,-0.02,1,23,2,25,14,25,25,3,8,0,3,7,7,6,6,NA,5,4,2,22,"Writing: Literary Nonfiction",6,"Smith College","1,260.00","24,742.00",2,4,8,"Long Island","11,733","65,693.00",1,7,1,"Writing or Editorial",6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,NA,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,0,7,7,6,6,6,5,6,6,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5014
"2267",6019,393,15,0,29,2,15,19,3,3,17,9,405,0,0.64,0,30,1,30,25,20,15,5,5,0,5,10,10,10,10,10,8,5,2,22,"Writing: Literary Nonfiction",6,"Smith College","1,260.00","24,742.00",2,4,8,"Long Island","11,733","65,693.00",1,7,1,"Writing or Editorial",6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,NA,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,1,6,8,8,6,8,5,6,5,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5015
"2268",6021,393,15,0,29,2,15,19,3,3,18,11,407,0,0.66,1,24,2,30,15,15,15,15,10,0,6,8,8,7,7,8,7,6,2,22,"Writing: Literary Nonfiction",6,"Smith College","1,260.00","24,742.00",2,4,8,"Long Island","11,733","65,693.00",1,7,1,"Writing or Editorial",6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,NA,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,1,8,8,8,8,8,7,7,7,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5016
"2269",6022,393,15,0,29,2,15,19,3,3,16,12,408,0,0.25,0,24,3,20,10,20,20,10,20,0,6,7,8,7,9,8,8,3,2,22,"Writing: Literary Nonfiction",6,"Smith College","1,260.00","24,742.00",2,4,8,"Long Island","11,733","65,693.00",1,7,1,"Writing or Editorial",6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,NA,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,1,7,8,9,7,8,7,8,6,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5017
"2270",6023,393,15,0,29,2,15,19,3,3,7,13,409,0,0.36,1,23,2,20,15,20,20,10,15,0,4,8,8,6,7,3,6,5,2,22,"Writing: Literary Nonfiction",6,"Smith College","1,260.00","24,742.00",2,4,8,"Long Island","11,733","65,693.00",1,7,1,"Writing or Editorial",6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,NA,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,1,7,7,7,7,7,7,6,6,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5018
"2271",6024,393,15,0,29,2,15,19,3,3,13,14,410,0,-0.5,1,27,2,20,20,20,20,10,10,0,5,9,8,2,5,2,4,6,2,22,"Writing: Literary Nonfiction",6,"Smith College","1,260.00","24,742.00",2,4,8,"Long Island","11,733","65,693.00",1,7,1,"Writing or Editorial",6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,NA,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,0,7,8,7,7,6,5,5,5,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5019
