recordid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
2890,208,15,0,29,2,9,20,15,15,13,2,215,1,-0.11,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,1,7,7,5,7,7,5,7,1,2,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,10,10,10,10,10,10,10,10,1,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2892,208,15,0,29,2,9,20,15,15,6,4,217,1,0.48,0,26,2,21.28,17.02,21.28,12.77,6.38,21.28,1,7,8,8,9,8,7,8,8,2,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,6,8,8,8,8,8,7,5,2,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2894,208,15,0,29,2,9,20,15,15,14,6,219,1,0.58,0,26,2,16.28,16.28,18.6,16.28,16.28,16.28,1,7,7,7,7,6,7,7,6,NA,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,8,9,9,9,9,9,9,5,2,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2895,208,15,0,29,2,9,20,15,15,2,7,220,1,0.54,0,25,6,16.67,16.67,16.67,16.67,14.81,18.52,1,9,9,9,10,9,8,8,9,2,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,5,10,10,9,9,9,8,5,2,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2899,208,15,0,29,2,9,20,15,15,16,11,224,1,0.02,0,32,2,17.24,17.24,17.24,17.24,13.79,17.24,1,7,6,5,5,5,5,6,6,2,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,10,10,10,10,10,10,10,10,1,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2901,208,15,0,29,2,9,20,15,15,15,13,226,1,0.22,0,23,2,25.64,17.95,15.38,20.51,10.26,10.26,1,8,7,8,8,7,6,8,7,2,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,9,9,9,9,9,9,9,5,2,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2902,208,15,0,29,2,9,20,15,15,12,14,227,1,-0.15,0,26,2,20,16,18,16,16,14,1,8,8,8,8,8,7,8,6,2,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,8,9,9,9,9,9,9,9,2,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2904,208,15,0,29,2,9,20,15,15,10,16,229,1,-0.11,0,28,2,21.43,16.67,21.43,16.67,11.9,11.9,1,6,8,7,5,6,3,7,5,2,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,8,8,8,8,8,8,8,5,2,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2905,208,15,0,29,2,9,20,15,15,19,17,230,1,0.31,0,42,2,23.81,23.81,23.81,23.81,2.38,2.38,1,9,8,7,8,7,7,7,6,2,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,9,9,9,9,9,9,9,9,2,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2906,208,15,0,29,2,9,20,15,15,8,18,231,1,0.62,0,30,3,18.6,20.93,23.26,23.26,2.33,11.63,1,8,8,7,9,6,7,8,8,NA,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,5,9,9,7,8,7,6,5,2,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2908,208,15,0,29,2,9,20,15,15,5,20,233,1,-0.03,0,29,4,14,20,18,16,14,18,1,7,8,8,8,8,NA,6,5,2,25,MA Biotechnology,10,,,,1,2,1,PA,"18,929","62,875.00",2,4,3,Biotech/business,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,NA,11.54,13.46,19.23,19.23,19.23,17.31,9,7,6,8,7,7,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,NA,NA,NA,NA,NA,1,6,8,8,8,8,7,8,5,2,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,10,10,10,10,5,1,2,NA,NA,NA,NA,NA,NA,12.5,17.86,17.86,17.86,17.86,16.07,9,7,5,7,6,7,20,18,16,16,14,16,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2929,210,17,0,33,2,9,20,1,1,17,1,214,1,0.41,1,23,2,17.02,21.28,17.02,21.28,14.89,8.51,1,9,8,8,8,8,7,10,8,2,29,Ecology,10,,,,2,10,4,Atlanta,"30,345","46,800.00",2,6,3,scientific research,2,9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1,5,NA,20,15.56,20,15.56,11.11,17.78,9,8,4,8,4,9,25,22.22,13.89,13.89,2.78,22.22,8,8,6,9,9,NA,NA,NA,NA,NA,1,7,10,4,5,NA,6,7,7,2,1,25.64,10.26,15.38,20.51,10.26,17.95,8,8,7,8,7,4,1,2,NA,NA,NA,NA,NA,NA,20,15.56,17.78,17.78,11.11,17.78,9,5,5,8,3,7,27.03,13.51,13.51,21.62,8.11,16.22,7,7,6,6,6,NA,NA,NA,NA,NA,0,1,0,0,NA,22.5,15,15,12.5,15,20,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,9,6,4,9,4,NA,7,6,8,6,6,NA,NA,NA,NA,NA
2930,210,17,0,33,2,9,20,1,1,19,2,215,1,-0.01,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,1,7,8,7,7,7,7,7,6,2,29,Ecology,10,,,,2,10,4,Atlanta,"30,345","46,800.00",2,6,3,scientific research,2,9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1,5,NA,20,15.56,20,15.56,11.11,17.78,9,8,4,8,4,9,25,22.22,13.89,13.89,2.78,22.22,8,8,6,9,9,NA,NA,NA,NA,NA,1,7,8,8,9,9,10,6,6,2,1,25.64,10.26,15.38,20.51,10.26,17.95,8,8,7,8,7,4,1,2,NA,NA,NA,NA,NA,NA,20,15.56,17.78,17.78,11.11,17.78,9,5,5,8,3,7,27.03,13.51,13.51,21.62,8.11,16.22,7,7,6,6,6,NA,NA,NA,NA,NA,0,1,0,0,NA,22.5,15,15,12.5,15,20,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,9,6,4,9,4,NA,7,6,8,6,6,NA,NA,NA,NA,NA
2944,210,17,0,33,2,9,20,1,1,16,16,229,1,0.27,1,28,2,21.43,16.67,21.43,16.67,11.9,11.9,1,6,8,7,5,6,3,7,5,2,29,Ecology,10,,,,2,10,4,Atlanta,"30,345","46,800.00",2,6,3,scientific research,2,9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1,5,NA,20,15.56,20,15.56,11.11,17.78,9,8,4,8,4,9,25,22.22,13.89,13.89,2.78,22.22,8,8,6,9,9,NA,NA,NA,NA,NA,1,10,9,9,7,9,NA,8,5,2,1,25.64,10.26,15.38,20.51,10.26,17.95,8,8,7,8,7,4,1,2,NA,NA,NA,NA,NA,NA,20,15.56,17.78,17.78,11.11,17.78,9,5,5,8,3,7,27.03,13.51,13.51,21.62,8.11,16.22,7,7,6,6,6,NA,NA,NA,NA,NA,0,1,0,0,NA,22.5,15,15,12.5,15,20,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,9,6,4,9,4,NA,7,6,8,6,6,NA,NA,NA,NA,NA
2954,211,18,0,35,2,9,20,7,7,6,6,219,1,0.09,1,26,2,16.28,16.28,18.6,16.28,16.28,16.28,1,6,5,7,7,5,5,6,5,1,28,International Affairs,13,,,,2,9,1,Bulgaria,0,,2,4,1,Humanitarian Affairs/Human Rights,9,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,5,NA,16.36,16.36,18.18,18.18,16.36,14.55,8,8,10,10,8,7,16,16,18,20,14,16,7,9,9,9,9,NA,NA,NA,NA,NA,1,6,10,9,10,7,7,8,8,1,2,16.36,18.18,16.36,18.18,16.36,14.55,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,14.81,14.81,18.52,18.52,16.67,16.67,8,8,9,10,9,9,18,16,16,18,16,16,9,9,10,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2965,211,18,0,35,2,9,20,7,7,11,17,230,1,0.25,1,42,2,23.81,23.81,23.81,23.81,2.38,2.38,1,9,7,7,7,5,7,8,4,2,28,International Affairs,13,,,,2,9,1,Bulgaria,0,,2,4,1,Humanitarian Affairs/Human Rights,9,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,5,NA,16.36,16.36,18.18,18.18,16.36,14.55,8,8,10,10,8,7,16,16,18,20,14,16,7,9,9,9,9,NA,NA,NA,NA,NA,1,6,9,8,9,8,8,8,9,1,2,16.36,18.18,16.36,18.18,16.36,14.55,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,14.81,14.81,18.52,18.52,16.67,16.67,8,8,9,10,9,9,18,16,16,18,16,16,9,9,10,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2970,212,19,0,37,2,9,20,10,10,8,2,215,1,0.17,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,1,6,8,7,7,8,6,6,5,2,27,Master in Public Administration,8,,,,3,3,6,New York City,"11,364","45,695.00",1,5,2,Finance,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,NA,14.29,18.37,18.37,16.33,18.37,14.29,9,6,6,9,6,6,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9,NA,NA,NA,NA,NA,1,7,6,8,7,8,7,7,7,2,7,17.07,19.51,19.51,9.76,17.07,17.07,7,8,7,7,8,7,1,2,NA,NA,NA,NA,NA,NA,14.89,19.15,19.15,14.89,17.02,14.89,8,6,6,8,6,6,20.51,15.38,15.38,20.51,15.38,12.82,7,8,7,7,8,NA,NA,NA,NA,NA,0,4,1,3,NA,15.22,17.39,17.39,17.39,17.39,15.22,NA,NA,NA,NA,NA,NA,8,7,6,8,6,6,8,6,6,8,6,NA,7,8,8,7,8,NA,NA,NA,NA,NA
2972,212,19,0,37,2,9,20,10,10,1,4,217,1,0.11,0,26,2,21.28,17.02,21.28,12.77,6.38,21.28,1,6,10,8,8,6,6,8,8,2,27,Master in Public Administration,8,,,,3,3,6,New York City,"11,364","45,695.00",1,5,2,Finance,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,NA,14.29,18.37,18.37,16.33,18.37,14.29,9,6,6,9,6,6,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9,NA,NA,NA,NA,NA,1,7,10,10,7,10,5,8,7,2,7,17.07,19.51,19.51,9.76,17.07,17.07,7,8,7,7,8,7,1,2,NA,NA,NA,NA,NA,NA,14.89,19.15,19.15,14.89,17.02,14.89,8,6,6,8,6,6,20.51,15.38,15.38,20.51,15.38,12.82,7,8,7,7,8,NA,NA,NA,NA,NA,0,4,1,3,NA,15.22,17.39,17.39,17.39,17.39,15.22,NA,NA,NA,NA,NA,NA,8,7,6,8,6,6,8,6,6,8,6,NA,7,8,8,7,8,NA,NA,NA,NA,NA
2974,212,19,0,37,2,9,20,10,10,9,6,219,1,0.28,0,26,2,16.28,16.28,18.6,16.28,16.28,16.28,1,8,8,8,8,6,7,8,6,2,27,Master in Public Administration,8,,,,3,3,6,New York City,"11,364","45,695.00",1,5,2,Finance,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,NA,14.29,18.37,18.37,16.33,18.37,14.29,9,6,6,9,6,6,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9,NA,NA,NA,NA,NA,1,8,8,9,8,9,6,7,7,2,7,17.07,19.51,19.51,9.76,17.07,17.07,7,8,7,7,8,7,1,2,NA,NA,NA,NA,NA,NA,14.89,19.15,19.15,14.89,17.02,14.89,8,6,6,8,6,6,20.51,15.38,15.38,20.51,15.38,12.82,7,8,7,7,8,NA,NA,NA,NA,NA,0,4,1,3,NA,15.22,17.39,17.39,17.39,17.39,15.22,NA,NA,NA,NA,NA,NA,8,7,6,8,6,6,8,6,6,8,6,NA,7,8,8,7,8,NA,NA,NA,NA,NA
2976,212,19,0,37,2,9,20,10,10,4,8,221,1,0.31,0,27,4,15.56,17.78,17.78,17.78,17.78,13.33,1,5,8,8,8,8,6,7,6,2,27,Master in Public Administration,8,,,,3,3,6,New York City,"11,364","45,695.00",1,5,2,Finance,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,NA,14.29,18.37,18.37,16.33,18.37,14.29,9,6,6,9,6,6,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9,NA,NA,NA,NA,NA,1,7,7,8,7,8,7,7,7,2,7,17.07,19.51,19.51,9.76,17.07,17.07,7,8,7,7,8,7,1,2,NA,NA,NA,NA,NA,NA,14.89,19.15,19.15,14.89,17.02,14.89,8,6,6,8,6,6,20.51,15.38,15.38,20.51,15.38,12.82,7,8,7,7,8,NA,NA,NA,NA,NA,0,4,1,3,NA,15.22,17.39,17.39,17.39,17.39,15.22,NA,NA,NA,NA,NA,NA,8,7,6,8,6,6,8,6,6,8,6,NA,7,8,8,7,8,NA,NA,NA,NA,NA
2979,212,19,0,37,2,9,20,10,10,11,11,224,1,0.32,0,32,2,17.24,17.24,17.24,17.24,13.79,17.24,1,8,8,6,6,5,5,7,6,2,27,Master in Public Administration,8,,,,3,3,6,New York City,"11,364","45,695.00",1,5,2,Finance,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,NA,14.29,18.37,18.37,16.33,18.37,14.29,9,6,6,9,6,6,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9,NA,NA,NA,NA,NA,1,7,8,8,7,7,6,6,6,2,7,17.07,19.51,19.51,9.76,17.07,17.07,7,8,7,7,8,7,1,2,NA,NA,NA,NA,NA,NA,14.89,19.15,19.15,14.89,17.02,14.89,8,6,6,8,6,6,20.51,15.38,15.38,20.51,15.38,12.82,7,8,7,7,8,NA,NA,NA,NA,NA,0,4,1,3,NA,15.22,17.39,17.39,17.39,17.39,15.22,NA,NA,NA,NA,NA,NA,8,7,6,8,6,6,8,6,6,8,6,NA,7,8,8,7,8,NA,NA,NA,NA,NA
2981,212,19,0,37,2,9,20,10,10,10,13,226,1,0.2,0,23,2,25.64,17.95,15.38,20.51,10.26,10.26,1,8,7,8,8,7,7,8,7,2,27,Master in Public Administration,8,,,,3,3,6,New York City,"11,364","45,695.00",1,5,2,Finance,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,NA,14.29,18.37,18.37,16.33,18.37,14.29,9,6,6,9,6,6,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9,NA,NA,NA,NA,NA,1,8,7,8,7,8,6,7,7,2,7,17.07,19.51,19.51,9.76,17.07,17.07,7,8,7,7,8,7,1,2,NA,NA,NA,NA,NA,NA,14.89,19.15,19.15,14.89,17.02,14.89,8,6,6,8,6,6,20.51,15.38,15.38,20.51,15.38,12.82,7,8,7,7,8,NA,NA,NA,NA,NA,0,4,1,3,NA,15.22,17.39,17.39,17.39,17.39,15.22,NA,NA,NA,NA,NA,NA,8,7,6,8,6,6,8,6,6,8,6,NA,7,8,8,7,8,NA,NA,NA,NA,NA
2983,212,19,0,37,2,9,20,10,10,2,15,228,1,0.14,0,24,4,13.51,18.92,21.62,13.51,13.51,18.92,1,7,6,7,7,6,6,6,4,2,27,Master in Public Administration,8,,,,3,3,6,New York City,"11,364","45,695.00",1,5,2,Finance,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,NA,14.29,18.37,18.37,16.33,18.37,14.29,9,6,6,9,6,6,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9,NA,NA,NA,NA,NA,1,6,10,10,6,10,6,6,8,2,7,17.07,19.51,19.51,9.76,17.07,17.07,7,8,7,7,8,7,1,2,NA,NA,NA,NA,NA,NA,14.89,19.15,19.15,14.89,17.02,14.89,8,6,6,8,6,6,20.51,15.38,15.38,20.51,15.38,12.82,7,8,7,7,8,NA,NA,NA,NA,NA,0,4,1,3,NA,15.22,17.39,17.39,17.39,17.39,15.22,NA,NA,NA,NA,NA,NA,8,7,6,8,6,6,8,6,6,8,6,NA,7,8,8,7,8,NA,NA,NA,NA,NA
2986,212,19,0,37,2,9,20,10,10,3,18,231,1,0.35,1,30,3,18.6,20.93,23.26,23.26,2.33,11.63,1,6,8,7,6,7,10,5,10,1,27,Master in Public Administration,8,,,,3,3,6,New York City,"11,364","45,695.00",1,5,2,Finance,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,NA,14.29,18.37,18.37,16.33,18.37,14.29,9,6,6,9,6,6,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9,NA,NA,NA,NA,NA,1,7,7,7,8,7,7,8,10,1,7,17.07,19.51,19.51,9.76,17.07,17.07,7,8,7,7,8,7,1,2,NA,NA,NA,NA,NA,NA,14.89,19.15,19.15,14.89,17.02,14.89,8,6,6,8,6,6,20.51,15.38,15.38,20.51,15.38,12.82,7,8,7,7,8,NA,NA,NA,NA,NA,0,4,1,3,NA,15.22,17.39,17.39,17.39,17.39,15.22,NA,NA,NA,NA,NA,NA,8,7,6,8,6,6,8,6,6,8,6,NA,7,8,8,7,8,NA,NA,NA,NA,NA
