"","recordid","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"3326",4010,272,21,0,41,2,11,21,6,6,7,20,292,0,-0.12,0,28,1,20,18,20,17,10,15,1,6,10,6,9,7,7,7,8,2,25,"Social Work",11,"PACE University","1,030.00","17,030.00",2,10,10,"New York","11,235","25,401.00",2,4,1,"Social Work",11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,8,NA,25,20,25,25,5,0,40,10,10,30,10,0,40,10,10,30,10,0,9,10,10,9,10,9,10,9,10,10,0,6,8,8,7,8,7,6,7,0,2,30,30,10,10,10,10,9,9,9,9,9,6,3,2,NA,NA,NA,NA,NA,NA,30,20,20,20,5,5,40,10,10,30,5,5,30,20,10,30,5,5,9,9,9,9,9,9,8,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327",4011,272,21,0,41,2,11,21,6,6,2,21,293,0,0.47,0,28,3,23,18,21,18,10,10,1,7,8,6,7,5,NA,7,7,2,25,"Social Work",11,"PACE University","1,030.00","17,030.00",2,10,10,"New York","11,235","25,401.00",2,4,1,"Social Work",11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,8,NA,25,20,25,25,5,0,40,10,10,30,10,0,40,10,10,30,10,0,9,10,10,9,10,9,10,9,10,10,0,6,6,6,6,6,6,6,8,0,2,30,30,10,10,10,10,9,9,9,9,9,6,3,2,NA,NA,NA,NA,NA,NA,30,20,20,20,5,5,40,10,10,30,5,5,30,20,10,30,5,5,9,9,9,9,9,9,8,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3328",4012,273,1,1,2,2,11,21,18,18,10,1,252,0,0.37,0,28,3,0,25,25,25,25,0,1,6,6,7,6,5,2,6,8,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,4,8,8,7,6,3,6,2,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3329",4013,273,1,1,2,2,11,21,4,4,17,2,253,0,0.43,0,33,4,25,30,10,10,5,20,0,5,6,7,6,7,5,5,6,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,1,7,8,5,7,4,3,2,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3330",4014,273,1,1,2,2,11,21,12,12,4,3,254,0,0.62,1,22,2,25,7,25,25,8,10,0,6,6,6,2,5,2,4,5,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,1,8,8,9,7,8,5,8,3,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3331",4015,273,1,1,2,2,11,21,13,13,5,4,255,0,0.19,0,26,4,16.67,16.67,16.67,16.67,16.67,16.67,0,6,7,6,6,6,6,6,6,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,6,5,5,8,4,8,5,1,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3332",4016,273,1,1,2,2,11,21,7,7,20,5,256,0,0.55,0,24,4,15,25,20,20,10,10,0,7,7,6,5,5,5,6,8,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,7,6,8,5,5,8,7,1,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3333",4017,273,1,1,2,2,11,21,11,11,3,6,257,0,0.64,1,24,2,22,14,30,10,14,10,0,5,7,8,6,8,0,3,0,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,7,6,7,5,8,1,6,1,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3334",4018,273,1,1,2,2,11,21,5,5,18,7,258,0,0.18,0,25,6,7,35,20,20,5,13,0,5,3,9,4,4,3,3,1,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,8,7,8,8,8,6,7,2,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3335",4019,273,1,1,2,2,11,21,1,1,14,8,259,0,0.39,1,25,2,15,18,19,19,17,12,1,7,8,9,6,7,4,7,5,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,4,5,8,6,8,4,4,1,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3336",4020,273,1,1,2,2,11,21,8,8,21,9,260,0,0.53,0,27,4,19,20,19,14,13,15,0,5,7,8,5,8,7,6,3,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,2,8,8,7,8,9,7,1,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3337",4021,273,1,1,2,2,11,21,3,3,16,10,261,0,0.34,0,26,4,15,20,20,20,15,10,0,6,8,8,6,5,7,6,5,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,2,7,7,5,5,4,4,1,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3338",4022,273,1,1,2,2,11,21,17,17,9,11,262,0,0.19,1,29,2,10,40,20,20,0,10,1,9,9,9,9,8,7,8,7,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,2,8,9,9,8,5,8,4,1,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3339",4023,273,1,1,2,2,11,21,14,14,6,12,263,0,0.39,0,26,1,20,20,20,10,20,10,1,8,10,10,9,10,5,8,5,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,2,8,8,9,7,4,8,5,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3340",4024,273,1,1,2,2,11,21,15,15,7,13,264,0,0.32,1,26,2,15,15,25,20,5,20,0,3,6,6,5,6,3,2,3,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,5,6,5,5,7,3,4,1,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3341",4025,273,1,1,2,2,11,21,19,19,11,14,265,0,0.23,1,32,2,15,5,45,10,15,10,1,6,6,6,4,4,9,6,3,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,5,7,9,4,8,9,7,4,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3342",4026,273,1,1,2,2,11,21,10,10,2,15,266,0,0.55,1,28,2,25,20,20,25,0,10,0,5,8,9,4,8,2,NA,7,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,1,8,8,9,7,7,6,8,6,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3343",4027,273,1,1,2,2,11,21,21,21,13,16,267,0,-0.08,0,26,4,20,30,10,15,10,15,0,4,5,6,5,5,5,5,6,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,9,7,5,6,5,7,6,5,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3344",4029,273,1,1,2,2,11,21,20,20,12,18,269,0,0.43,1,24,2,20,10,30,15,15,10,0,6,8,8,6,9,8,7,7,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,1,9,9,8,5,6,7,9,6,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3345",4030,273,1,1,2,2,11,21,2,2,15,19,270,0,0.34,0,23,4,16,16,19,17,14,18,1,5,6,6,4,5,6,6,6,1,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,4,7,7,5,7,5,5,1,1,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3346",4031,273,1,1,2,2,11,21,16,16,8,20,271,0,0.37,1,23,2,10,15,40,15,10,10,0,6,6,7,5,5,6,6,5,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,7,6,5,6,4,4,4,2,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3347",4032,273,1,1,2,2,11,21,6,6,19,21,272,0,0.41,1,25,2,25,20,25,25,5,0,0,4,4,7,6,7,6,4,5,2,29,"chemistry",10,"charles university, prague, czech republic","","",2,8,4,"czech republic","","",2,5,2,"research position in pharmaceutical industry",2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,0,9,8,7,7,6,5,8,1,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,NA,NA,NA,NA,NA,NA,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,NA,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
"3348",4035,274,2,1,4,2,11,21,12,12,6,3,254,0,0.33,0,22,2,25,7,25,25,8,10,0,4,3,3,3,4,2,3,3,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,6,7,10,6,9,3,5,8,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3349",4036,274,2,1,4,2,11,21,13,13,7,4,255,0,0.28,0,26,4,16.67,16.67,16.67,16.67,16.67,16.67,0,6,6,6,6,6,6,6,6,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,2,4,6,4,6,4,4,3,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3350",4037,274,2,1,4,2,11,21,7,7,1,5,256,0,0.66,0,24,4,15,25,20,20,10,10,0,6,7,6,5,6,4,6,7,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,4,8,8,5,9,NA,6,7,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3351",4038,274,2,1,4,2,11,21,11,11,5,6,257,0,0.46,0,24,2,22,14,30,10,14,10,0,5,7,7,7,7,2,3,2,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,6,8,8,8,8,8,7,6,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3352",4039,274,2,1,4,2,11,21,5,5,20,7,258,0,0.1,0,25,6,7,35,20,20,5,13,0,8,6,5,2,5,NA,5,6,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,7,6,5,6,7,6,8,6,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3353",4040,274,2,1,4,2,11,21,1,1,16,8,259,0,0.19,0,25,2,15,18,19,19,17,12,0,5,6,7,5,5,3,4,3,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,8,7,8,5,6,5,5,2,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3354",4041,274,2,1,4,2,11,21,8,8,2,9,260,0,0.52,0,27,4,19,20,19,14,13,15,0,6,8,6,8,7,NA,4,3,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,3,7,8,6,10,2,4,4,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
