"","recordid","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3","X"
"421",5449,364,4,1,8,2,14,20,17,17,7,5,345,1,0.18,0,24,2,10,20,27,23,15,5,1,6,8,8,10,9,6,8,8,2,27,"MBA Finance",8,"Florida International University","1,110.00","10,450.00",3,6,2,"Miami","34,105","",3,4,2,"Consulting",7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,NA,25,25,25,15,10,0,20,10,20,10,20,20,25,10,25,20,15,5,8,8,8,9,9,8,8,9,9,10,1,7,9,9,9,9,7,7,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,25,15,25,5,5,20,10,25,15,15,15,20,20,20,20,10,10,8,9,10,9,9,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",5455,364,4,1,8,2,14,20,11,11,1,11,351,1,0.04,0,35,4,15,15,30,15,15,10,1,8,8,8,8,8,8,8,7,2,27,"MBA Finance",8,"Florida International University","1,110.00","10,450.00",3,6,2,"Miami","34,105","",3,4,2,"Consulting",7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,NA,25,25,25,15,10,0,20,10,20,10,20,20,25,10,25,20,15,5,8,8,8,9,9,8,8,9,9,10,1,9,9,9,9,9,7,9,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,25,15,25,5,5,20,10,25,15,15,15,20,20,20,20,10,10,8,9,10,9,9,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",5456,364,4,1,8,2,14,20,12,12,2,12,352,1,0.05,0,29,6,20,20,20,10,10,20,1,8,9,8,8,6,9,9,7,2,27,"MBA Finance",8,"Florida International University","1,110.00","10,450.00",3,6,2,"Miami","34,105","",3,4,2,"Consulting",7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,NA,25,25,25,15,10,0,20,10,20,10,20,20,25,10,25,20,15,5,8,8,8,9,9,8,8,9,9,10,1,7,9,9,8,8,7,7,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,25,15,25,5,5,20,10,25,15,15,15,20,20,20,20,10,10,8,9,10,9,9,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",5458,364,4,1,8,2,14,20,19,19,9,14,354,1,0.6,0,22,2,20,10,20,20,20,10,1,7,10,8,8,NA,8,6,8,2,27,"MBA Finance",8,"Florida International University","1,110.00","10,450.00",3,6,2,"Miami","34,105","",3,4,2,"Consulting",7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,NA,25,25,25,15,10,0,20,10,20,10,20,20,25,10,25,20,15,5,8,8,8,9,9,8,8,9,9,10,1,8,7,7,9,8,8,7,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,25,15,25,5,5,20,10,25,15,15,15,20,20,20,20,10,10,8,9,10,9,9,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",5464,364,4,1,8,2,14,20,1,1,11,20,360,1,0.33,0,24,6,20,30,10,10,10,20,1,6,8,7,7,8,5,8,7,2,27,"MBA Finance",8,"Florida International University","1,110.00","10,450.00",3,6,2,"Miami","34,105","",3,4,2,"Consulting",7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,NA,25,25,25,15,10,0,20,10,20,10,20,20,25,10,25,20,15,5,8,8,8,9,9,8,8,9,9,10,1,9,8,8,6,7,7,7,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,25,15,25,5,5,20,10,25,15,15,15,20,20,20,20,10,10,8,9,10,9,9,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",5478,365,5,1,10,2,14,20,19,19,3,14,354,1,-0.1,1,22,2,20,10,20,20,20,10,1,9,10,8,9,7,9,9,8,2,30,"MBA",8,"HEC FRance","","",2,1,1,"France","94,130","",1,2,1,"Make money",10,7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,8,NA,31.58,10.53,15.79,21.05,10.53,10.53,30,10,10,20,15,15,20,20,20,15,15,10,8,2,9,9,9,8,7,7,8,7,1,8,6,7,8,7,6,7,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,30,10,15,15,10,20,50,10,10,10,10,10,25,20,15,15,10,15,8,4,6,6,6,8,2,8,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",5485,366,6,1,12,2,14,20,5,5,14,1,341,1,0.55,0,23,4,20,20,20,20,20,0,1,8,8,10,8,10,10,8,8,2,27,"Business",8,"Monash University - Australia","","",2,4,6,"Australia","3,186","",1,4,1,"Art Management",6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,6,8,9,8,10,5,8,8,10,10,1,9,8,8,8,7,9,9,8,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,7,8,8,9,10,6,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",5488,366,6,1,12,2,14,20,9,9,18,4,344,1,0.36,0,26,3,15,15,15,20,20,15,1,8,8,8,8,8,8,8,8,2,27,"Business",8,"Monash University - Australia","","",2,4,6,"Australia","3,186","",1,4,1,"Art Management",6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,6,8,9,8,10,5,8,8,10,10,1,8,9,9,8,9,8,8,8,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,7,8,8,9,10,6,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",5489,366,6,1,12,2,14,20,17,17,6,5,345,1,0.19,1,24,2,10,20,27,23,15,5,1,9,10,10,6,9,8,9,6,2,27,"Business",8,"Monash University - Australia","","",2,4,6,"Australia","3,186","",1,4,1,"Art Management",6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,6,8,9,8,10,5,8,8,10,10,1,6,6,6,5,5,5,7,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,7,8,8,9,10,6,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",5490,366,6,1,12,2,14,20,10,10,19,6,346,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,9,9,9,10,9,5,NA,27,"Business",8,"Monash University - Australia","","",2,4,6,"Australia","3,186","",1,4,1,"Art Management",6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,6,8,9,8,10,5,8,8,10,10,1,10,8,8,9,8,8,9,8,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,7,8,8,9,10,6,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",5493,366,6,1,12,2,14,20,7,7,16,9,349,1,0.37,1,33,2,25,20,10,20,20,5,1,6,8,8,8,NA,8,8,8,2,27,"Business",8,"Monash University - Australia","","",2,4,6,"Australia","3,186","",1,4,1,"Art Management",6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,6,8,9,8,10,5,8,8,10,10,1,9,10,8,9,8,9,9,8,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,7,8,8,9,10,6,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",5494,366,6,1,12,2,14,20,3,3,12,10,350,1,0.02,1,31,2,12,25,25,8,15,15,1,6,9,9,7,7,8,8,5,2,27,"Business",8,"Monash University - Australia","","",2,4,6,"Australia","3,186","",1,4,1,"Art Management",6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,6,8,9,8,10,5,8,8,10,10,1,8,7,7,8,7,8,8,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,7,8,8,9,10,6,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",5498,366,6,1,12,2,14,20,19,19,8,14,354,1,-0.02,1,22,2,20,10,20,20,20,10,1,9,10,10,10,9,8,9,9,2,27,"Business",8,"Monash University - Australia","","",2,4,6,"Australia","3,186","",1,4,1,"Art Management",6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,6,8,9,8,10,5,8,8,10,10,1,8,7,7,9,8,7,8,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,7,8,8,9,10,6,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",5499,366,6,1,12,2,14,20,20,20,9,15,355,1,0.53,1,24,2,50,20,10,5,10,5,1,9,8,7,8,8,9,9,7,2,27,"Business",8,"Monash University - Australia","","",2,4,6,"Australia","3,186","",1,4,1,"Art Management",6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,6,8,9,8,10,5,8,8,10,10,1,9,8,9,9,9,8,9,8,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,7,8,8,9,10,6,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",5502,366,6,1,12,2,14,20,18,18,7,18,358,1,0.06,0,26,4,20,10,25,25,10,10,1,8,8,8,8,8,7,8,8,1,27,"Business",8,"Monash University - Australia","","",2,4,6,"Australia","3,186","",1,4,1,"Art Management",6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,6,8,9,8,10,5,8,8,10,10,1,8,7,8,8,8,7,8,7,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,7,8,8,9,10,6,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",5503,366,6,1,12,2,14,20,15,15,4,19,359,1,0.34,1,26,2,9,17,23,15,14,22,1,8,9,9,9,NA,8,9,7,2,27,"Business",8,"Monash University - Australia","","",2,4,6,"Australia","3,186","",1,4,1,"Art Management",6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,6,8,9,8,10,5,8,8,10,10,1,7,7,8,8,6,7,7,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,14,18,17,16,15,20,20,15,15,20,10,20,13,20,14,20,13,20,7,8,8,9,10,6,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",5506,367,7,1,14,2,14,20,2,2,2,2,342,1,0.01,0,33,3,40,15,25,5,15,0,1,8,9,8,9,7,NA,8,7,2,27,"International Affairs",13,"Harvard University","1,400.00","26,019.00",2,6,3,"Toronto, Canada","","",3,4,1,"Political Development in Africa",13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,NA,30,15,20,25,5,5,25,20,15,20,5,15,20,25,25,10,15,5,7,7,8,7,5,7,5,6,9,6,1,7,6,6,9,8,7,8,8,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,15,17,23,5,10,30,15,15,20,5,15,20,25,20,10,10,15,7,8,8,8,6,7,6,7,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",5510,367,7,1,14,2,14,20,10,10,10,6,346,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,9,8,9,9,9,6,2,27,"International Affairs",13,"Harvard University","1,400.00","26,019.00",2,6,3,"Toronto, Canada","","",3,4,1,"Political Development in Africa",13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,NA,30,15,20,25,5,5,25,20,15,20,5,15,20,25,25,10,15,5,7,7,8,7,5,7,5,6,9,6,1,9,7,8,8,8,8,8,7,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,15,17,23,5,10,30,15,15,20,5,15,20,25,20,10,10,15,7,8,8,8,6,7,6,7,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",5513,367,7,1,14,2,14,20,7,7,7,9,349,1,0.13,1,33,2,25,20,10,20,20,5,1,4,8,7,8,5,8,8,9,2,27,"International Affairs",13,"Harvard University","1,400.00","26,019.00",2,6,3,"Toronto, Canada","","",3,4,1,"Political Development in Africa",13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,NA,30,15,20,25,5,5,25,20,15,20,5,15,20,25,25,10,15,5,7,7,8,7,5,7,5,6,9,6,1,8,7,7,7,7,8,8,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,15,17,23,5,10,30,15,15,20,5,15,20,25,20,10,10,15,7,8,8,8,6,7,6,7,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",5520,367,7,1,14,2,14,20,4,4,4,16,356,1,0.21,1,27,2,15,25,20,20,0,20,1,5,9,7,6,NA,7,8,5,2,27,"International Affairs",13,"Harvard University","1,400.00","26,019.00",2,6,3,"Toronto, Canada","","",3,4,1,"Political Development in Africa",13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,NA,30,15,20,25,5,5,25,20,15,20,5,15,20,25,25,10,15,5,7,7,8,7,5,7,5,6,9,6,1,9,7,8,6,7,7,8,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,15,17,23,5,10,30,15,15,20,5,15,20,25,20,10,10,15,7,8,8,8,6,7,6,7,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",5525,368,8,1,16,2,14,20,5,5,3,1,341,1,0.56,0,23,4,20,20,20,20,20,0,1,2,8,8,8,7,6,6,6,2,24,"Intrernational Affairs",13,"Cambridge University","","10,800.00",6,1,1,"UK/Turkey","","",1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,NA,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6,7,8,7,8,1,8,7,8,8,7,8,7,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,10,20,20,0,20,30,0,10,30,10,20,25,8.33,8.33,16.67,16.67,25,6,7,7,7,6,6,6,7,7,6,0,0,0,NA,NA,20,10,20,10,20,20,30,10,10,20,0,20,30,10,20,20,10,10,20,20,20,20,10,10,6,6,8,7,5,6,5,7,7,6,NA
"442",5529,368,8,1,16,2,14,20,17,17,15,5,345,1,0.32,0,24,2,10,20,27,23,15,5,1,8,10,9,9,7,8,8,6,2,24,"Intrernational Affairs",13,"Cambridge University","","10,800.00",6,1,1,"UK/Turkey","","",1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,NA,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6,7,8,7,8,1,7,8,8,8,7,7,7,7,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,10,20,20,0,20,30,0,10,30,10,20,25,8.33,8.33,16.67,16.67,25,6,7,7,7,6,6,6,7,7,6,0,0,0,NA,NA,20,10,20,10,20,20,30,10,10,20,0,20,30,10,20,20,10,10,20,20,20,20,10,10,6,6,8,7,5,6,5,7,7,6,NA
"443",5533,368,8,1,16,2,14,20,7,7,5,9,349,1,0.08,0,33,2,25,20,10,20,20,5,1,4,8,6,8,7,8,8,8,2,24,"Intrernational Affairs",13,"Cambridge University","","10,800.00",6,1,1,"UK/Turkey","","",1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,NA,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6,7,8,7,8,1,7,8,7,8,8,7,6.5,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,10,20,20,0,20,30,0,10,30,10,20,25,8.33,8.33,16.67,16.67,25,6,7,7,7,6,6,6,7,7,6,0,0,0,NA,NA,20,10,20,10,20,20,30,10,10,20,0,20,30,10,20,20,10,10,20,20,20,20,10,10,6,6,8,7,5,6,5,7,7,6,NA
"444",5534,368,8,1,16,2,14,20,3,3,1,10,350,1,0.02,0,31,2,12,25,25,8,15,15,1,6,10,9,8,6,6,7,7,2,24,"Intrernational Affairs",13,"Cambridge University","","10,800.00",6,1,1,"UK/Turkey","","",1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,NA,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6,7,8,7,8,1,7,8,7,8,7,6,6.5,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,10,20,20,0,20,30,0,10,30,10,20,25,8.33,8.33,16.67,16.67,25,6,7,7,7,6,6,6,7,7,6,0,0,0,NA,NA,20,10,20,10,20,20,30,10,10,20,0,20,30,10,20,20,10,10,20,20,20,20,10,10,6,6,8,7,5,6,5,7,7,6,NA
"445",5538,368,8,1,16,2,14,20,19,19,17,14,354,1,0.11,0,22,2,20,10,20,20,20,10,1,8,9,9,9,10,9,9,8,2,24,"Intrernational Affairs",13,"Cambridge University","","10,800.00",6,1,1,"UK/Turkey","","",1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,NA,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6,7,8,7,8,1,7,8,8,8,8,9,7,8,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,10,20,20,0,20,30,0,10,30,10,20,25,8.33,8.33,16.67,16.67,25,6,7,7,7,6,6,6,7,7,6,0,0,0,NA,NA,20,10,20,10,20,20,30,10,10,20,0,20,30,10,20,20,10,10,20,20,20,20,10,10,6,6,8,7,5,6,5,7,7,6,NA
"446",5541,368,8,1,16,2,14,20,6,6,4,17,357,1,0.12,0,27,4,15,20,20,20,20,5,1,4,8,8,9,NA,8,7,6,2,24,"Intrernational Affairs",13,"Cambridge University","","10,800.00",6,1,1,"UK/Turkey","","",1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,NA,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6,7,8,7,8,1,7,9,8,8,7,7,6,7,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,10,20,20,0,20,30,0,10,30,10,20,25,8.33,8.33,16.67,16.67,25,6,7,7,7,6,6,6,7,7,6,0,0,0,NA,NA,20,10,20,10,20,20,30,10,10,20,0,20,30,10,20,20,10,10,20,20,20,20,10,10,6,6,8,7,5,6,5,7,7,6,NA
"447",5548,369,9,1,18,2,14,20,9,9,11,4,344,1,-0.06,0,26,3,15,15,15,20,20,15,1,6,6,7,9,8,9,7,9,2,25,"Clinical Psychology",3,"Boston College","1,310.00","25,026.00",2,1,8,"Boston, MA","46,818","31,148.00",2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,NA,17,18,28,27,5,5,65,0,8,15,0,12,50,5,10,20,5,10,6,9,9,10,7,6,9,10,9,7,1,10,8,9,10,9,6,8,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,2,NA,NA,NA,NA,NA,NA,22,15,20,22,11,10,40,10,10,15,5,20,30,10,10,20,10,20,7,9,10,9,7,6,8,10,9,7,5,1,1,1,1,30,15,25,20,5,5,70,5,5,10,5,5,40,5,10,15,5,25,30,5,15,20,20,10,6,9,10,9,7,6,9,10,8,7,NA
